SITE_HISTORY_ID,SITE_OLD_ID,SITE_NAME,SITE_PREVIOUS_NAME,SITE_BASIN,SITE_LOCATION,SITE_RIVMILE,SITE_HUC8,SITE_RIB_ID,SITE_STATION,SITE_DESC,SITE_LATITUDE,SITE_LONGITUDE,SITE_CITY_TOWN,SITE_COUNTY,SITE_FIPS_CDE,SITE_DEC_REGION,SITE_NHD_REACHCODE,SITE_NHD_M_VALUE,SITE_PWL_ID,SITE_WATERSHED_ID_NUM,SITE_WQ_STANDARD,SITE_ECO_REGION,SITE_HABITAT_TYPE,SITE_SITE_CONDITION,SITE_DRAINAGE,SITE_NTL_ELEVATION_DATASET_10
01-FOST-0.5,3382,Foster Creek,FOST-01A (pre-2017),1,FOST,0.5,4120103,NA,01A,20 m upstream of big tree rd.,42.77192,-78.85673,Hamburg,Erie,29,9,NA,NA,0104-0038,E-4,C,7,NA,NA,5.75,181.4843
01-GILL-0.3,1456,Gill Creek,GILL-01 (pre-2017),1,GILL,0.3,4120104,NA,1,10 m above rte 384 bridge.,43.08287,-79.02538,Niagara Falls,Niagara,63,9,NA,NA,0101-0002,ONT-158-6,C,7,NA,NA,31.48,172.6393
01-GOON-1.2,2401,Gooseneck Creek,GOON-01 (pre-2017),1,GOON,1.2,4120102,NA,1,50 m above rte 240.,42.44188,-78.61572,Ashford,Cattaraugus,9,9,NA,NA,0104-0063,E-23-33-5,C(TS),7,NA,NA,19.06,427.8876
01-GOON-3.2,42674971,Gooseneck Creek,GOON-00 (pre-2017),1,GOON,3.2,4120102,NA,0,cr 55.,42.453,-78.585,Ashford,Cattaraugus,9,9,NA,NA,0104-0063,Ont 158..E-23-33,C(TS),7,NA,NA,3.34,505.5985
01-GOTC-0.2,1477,Gott Creek,GPTC-01 (pre-2017),1,GOTC,0.2,4120104,NA,1,30 m upstream of n. french rd. bridge.,43.03464,-78.70786,Amherst,Erie,29,9,NA,NA,0102-0027,ONT-158-12-6-4,C(T),7,NA,NA,47.02,176.7604
01-GUNC-0.7,42674972,Gun Creek,GUNC-01 (pre-2017),1,GUNC,0.7,4120104,NA,1,250 m north of ransom rd.,43.041238,-78.921667,Grand Island,Erie,29,9,NA,NA,0101-0011,Ont 158 G.I.-1 thru 6,B,7,NA,NA,14.62,173.638
01-HALB-0.7,2406,Halfway Brook,HALB-01 (pre-2017),1,HALB,0.7,4120101,NA,1,rtes 5 and 20 culvert.,42.55222,-79.14305,Hanover,Chautauqua,13,9,NA,NA,0104-0072,E-24,C(TS),7,NA,NA,7.56,181.3278
01-HAMP-1.2,2371,Hampton Brook,HAMP-01(pre-2017),1,HAMP,1.2,4120103,NA,1,eckardt rd. bridge.,42.69139,-78.83417,Eden,Erie,29,9,NA,NA,0104-0041,E-13-6,B,7,NA,NA,16.65,245.9478
01-HAMP-3.6,42674973,Hampton Brook,HAMP-00 (pre-2017),1,HAMP,3.6,4120103,NA,0,350 m north of keller rd.,42.666901,-78.8161,Eden,Erie,29,9,NA,NA,0104-0041,Ont 158..E-13- 6,B,7,NA,NA,7.42,291.9684
01-HOSM-1.1,2397,Hosmer Brook,NA,1,HOSM,1.1,4120102,NA,1,100 m below sr 39.,42.54024,-78.50391,Sardinia,Erie,29,9,NA,NA,0104-0005,E-23-50,C(TS),7,NA,NA,27.93,415.0908
01-HUNE-0.5,1442,Hunter Creek,HUNE-01 (pre-2017),1,HUNE,0.5,4120103,NA,1,hunter creek rd. bridge.,42.7592,-78.53155,Wales,Erie,29,9,NA,NA,0103-0004,E-1-30,B,7,NA,NA,44.96,279.1821
01-HUNE-5.1,N/A,Hunter Creek,N/A,1,HUNE,5.1,4120103,N/A,N/A,Warner Hill Rd/rt 390 bridge.  Sample as low gradient and only if LG habitat present.,42.722201,-78.541407,Wales,Erie,29,9,4.12E+12,NA,0103-0004,Ont 158..E- 1*,B,7,NA,NA,NA,NA
01-HUNE-5.9,42674974,Hunter Creek,HUNE-5.0 (pre-2017),1,HUNE,5.9,4120103,NA,5.9,goodleberg rd.,42.717098,-78.534103,Wales,Erie,29,9,NA,NA,0103-0004,Ont 158..E- 1*,B,7,NA,NA,29.15,334.0587
01-HYCK-0.9,3320,Hyde Creek,HYCK-01 (pre-2016),1,HYCK,0.9,4120101,NA,1,cr 121; walk down rr tracks.,42.48891,-79.31323,Dunkirk,Chautauqua,13,9,NA,NA,0105-0008,E-37,B(TS),7,NA,NA,11.33,183.9504
01-HYCK-1.6,42674975,Hyde Creek,HYCK-00 (pre-2016),1,HYCK,1.6,4120101,1053101,0,cr 121.,42.4825,-79.305,Dunkirk,Chautauqua,13,9,NA,NA,0105-0018,Ont 158..E-34,C,7,NA,NA,6.45,192.1105
01-LBUF-0.1,1460,Little Buffalo Creek,LBUF-01 (pre-2017),1,LBUF,0.1,4120103,1033200,1,100 m above bowen rd. bridge.,42.88914,-78.64223,Lancaster,Erie,29,9,NA,NA,0103-0008,E-1-6-7,C,7,NA,NA,69.54,206.27
01-LBUF-2.5,N/A,Little Buffalo Creek,N/A,1,LBUF,2.5,4120103,N/A,N/A,Williams St bridge.  Sample as low gradient and only if LG habitat present.,42.8814,-78.609797,Lancaster,Erie,29,9,4.12E+12,NA,0103-0008,Ont 158..E- 1- 6- 7,C,7,NA,NA,NA,NA
01-LCASS-0.0,42673922,Cassadaga Lake,NA,1,LCASS,0,5010002,NA,Comp,ny nla lake site to test ibi.,42.344211,-79.320386,Stockton,Chautauqua,13,9,NA,NA,NA,NA,NA,7,NA,NA,NA,397.878
01-LCHA-0.1,3310,Little Chautauqua Creek,LCHA-01 (pre-2017),1,LCHA,0.1,4120101,NA,1,portage rd; walk down chautaugua to lcha.,42.30861,-79.57465,Westfield,Chautauqua,13,9,NA,NA,0105-0028,E-68-1,C(T),7,NA,NA,19.11,223.551
01-LCWY-0.2,2369,Little Canadaway Creek,LCWY-01 (pre-2017),1,LCWY,0.2,4120101,NA,1,20 m downstream of rte. 5 bridge.,42.43444,-79.42056,Portland,Chautauqua,13,9,NA,NA,0105-0023,E-43,C,7,NA,NA,17.3,179.2328
01-LCWY-4.2,42674976,Little Canadaway Creek,LCWY-00 (pre-2017),1,LCWY,4.2,4120101,NA,0,ellicott rd.,42.39667,-79.39471,Pomfret,Chautauqua,13,9,NA,NA,0105-0023,Ont 158..E-43,C,7,NA,NA,12,245.5454
01-LEDG-2.2,2372,Ledge Creek,LEDG-01 (pre-2016); LEDG-2.3 (pre-2017),1,LEDG,2.2,4120104,NA,1,just below martin rd. bridge.,43.06194,-78.49139,Newstead,Erie,29,9,NA,NA,0102-0012,ONT-158-12-11,C(T),7,NA,NA,14.04,191.754
01-LERI_T97-4.7,N/A,Unnamed tributary to Lake Erie,N/A,1,LERI_T97,4.7,4120101,N/A,N/A,Rd crossing on Miller Rd.,42.215975,-79.758924,Ripley,Chautauqua,13,9,4.12E+12,NA,0105-0032,Ont 158..E-97,C,7,NA,NA,NA,NA
01-LIMO-4.6,1429,Lime Lake Outlet,LIMO-01 (pre-2017),1,LIMO,4.6,4120102,NA,1,30 m above mill st. bridge at dec fishing access.,42.48849,-78.48646,Yorkshire,Cattaraugus,9,9,NA,NA,0104-0065,E-23-48-3,C(TS),7,NA,NA,45.22,431.1411
01-LITI-0.9,42674977,Little Indian Creek,NA,1,LITI,0.9,4120102,NA,1,375 m north of cr 42.,42.522499,-79.0063,Perrysburg,Cattaraugus,9,9,NA,NA,0104-0073,Ont 158..E-23- 1 thru 18 (selected),C,7,NA,NA,10.13,228.7503
01-LJAVA-0.0,3988,Java Lake,NA,1,LJAVA,0,4120102,NA,Comp,NA,42.63152,-78.3441,Java,Wyoming,121,9,NA,NA,0104-0004,E-23-P152,B,7,NA,NA,NA,503.373
01-LLIME-0.0,NA,Lime Lake,NA,1,LLIME,0,4120102,NA,Comp,Access type is Public. http://www.dec.ny.gov/limelkmap.pdf.,42.427399,-78.479202,Machias,Cattaraugus,9,9,4.12E+12,NA,0104-0001,Ont 158..E-23-48-3-P130,B,7,NA,NA,NA,NA
01-LRNC_07-0.1,2265,Cattaraugus Creek,NA,1,LRNC_07,0.1,4120102,NA,7,access at sunset bay dec launch. multiplates are downstream on far shore.,42.56944,-79.13582,Brant,Erie,29,9,NA,NA,0104-0029,E-23,B(T),7,Large_River,NA,1451.56,174.165
01-LRNC_28-1.4,2273,Little Niagara River,NA,1,LRNC_28,1.4,4120104,NA,28,city of niagara falls launch on buffalo ave. multiplates are to the left 50 m from launch.,43.075,-78.95305,Niagara Falls,Niagara,63,9,NA,NA,0101-0006,ONT-158,A-S,7,NA,NA,0.12,171.3787
01-LRNC_50-4.2,2682,Tonawanda Creek,NA,1,LRNC_50,4.2,4120104,NA,50,NA,43.04211,-78.82886,Amherst,Erie,29,9,NA,NA,0102-0022,ONT-158-12,C,7,Large_River,NA,1345.9,172.651
01-LRNC_57-32.7,2683,Niagara River,NA,1,LRNC_57,32.7,4120104,NA,57,NA,42.95,-78.91111,Buffalo,Erie,29,9,NA,NA,0101-0006,ONT-158,A-S,7,NA,NA,NA,173.235
01-LRNC_58-0.6,2681,Niagara River,NA,1,LRNC_58,0.6,4120104,NA,58,youngstown boat launch.,43.2588,-79.05605,Porter,Niagara,63,9,NA,NA,0101-0027,ONT-158 (portion 1),A-S,7,NA,NA,NA,74.54834
01-LSIS-2.4,1462,Little Sister Creek,LSIS-01 (pre-2017),1,LSIS,2.4,4120103,NA,1,rte 5.,42.66954,-79.02777,Evans,Erie,29,9,NA,NA,0104-0046,E-19,B,7,NA,NA,17.18,187.4775
01-LTON-14.7,3942,Little Tonawanda Creek,LTON-A (pre-2017),1,LTON,14.7,4120104,NA,A,upstream of fox rd.,42.8155,-78.1677,Middlebury,Wyoming,121,9,NA,NA,0102-0037,ONT-158-12-32,A,7,NA,NA,10.38,359.36
01-LTON-3.7,1436,Little Tonawanda Creek,LTON-01 (pre-2016),1,LTON,3.7,4120104,1022404,1,50 m above creek rd. bridge.,42.92932,-78.19204,Bethany,Genesee,37,8,NA,NA,0102-0001,ONT-158-12-32,A,7,NA,NA,89.69,279.8212
01-LTON-7.5,2411,Little Tonawanda Creek,LTON-00 (pre-2017),1,LTON,7.5,4120104,NA,0,20 m upstream of silver rd. bridge.,42.89305,-78.16666,Bethany,Genesee,37,8,NA,NA,0102-0001,ONT-158-12-32,A,7,NA,NA,65.07,311.0754
01-MANS-0.8,1446,Mansfield Creek,MANS-01 (2015),1,MANS,0.8,4120102,NA,1,100 m above scotts corners rd. bridge.,42.35545,-78.79346,Otto,Cattaraugus,9,9,NA,NA,0104-0059,E-23-20-11,C(T),7,NA,NA,77.9,394.9814
01-MANS-4.0,N/A,Mansfield Creek,N/A,1,MANS,4,4120102,N/A,N/A,Upstream of Toad Hollow Rd bridge. Downstream of salt influence.,42.338581,-78.757229,Mansfield,Cattaraugus,9,9,4.12E+12,NA,0104-0059,Ont 158..E-23-20-11,C(T),7,NA,NA,NA,NA
01-MANS-5.4,N/A,Mansfield Creek,N/A,1,MANS,5.4,4120102,N/A,N/A,Downstream of Maples Rd. bridge. Upstream of salt influence.,42.331407,-78.735688,Mansfield,Cattaraugus,9,9,4.12E+12,NA,0104-0059,Ont 158..E-23-20-11,C(T),7,NA,NA,NA,NA
01-MANS-6.1,42674978,Mansfield Creek,MANS-5.6 (pre-2017),1,MANS,6.1,4120102,NA,6.1,hinman hollow rd.,42.330805,-78.72163,Mansfield,Cattaraugus,9,9,NA,NA,0104-0059,Ont 158..E-23-20-11,C(T),7,NA,NA,17.39,444.67
01-MANS_T2-1.9,42674979,Unnamed Tributary To Mansfield Creek,MANT-1.9 (pre-2017),1,MANS_T2,1.9,4120102,NA,1.9,jersey hollow rd.,42.331799,-78.802696,Mansfield,Cattaraugus,9,9,NA,NA,0104-0059,Ont 158..E-23-20-11,C,7,NA,NA,8.35,444.648
01-MDDE-0.1,1445,Muddy Creek,MDDE-01 (pre-2017),1,MDDE,0.1,4120103,NA,1,50 m below lake shore rd.,42.62472,-79.09504,Evans,Erie,29,9,NA,NA,0104-0051,E-22,B,7,NA,NA,30.51,176.3789
01-MDDE-4.0,2404,Muddy Creek,MDDE-00 (pre-2017),1,MDDE,4,4120103,NA,0,10 m upstream of rte 249 bridge.,42.58878,-79.0647,Brant,Erie,29,9,NA,NA,0104-0052,E-22,C,7,NA,NA,3.7,194.8639
01-MKEY-0.1,1427,Monkey Run Creek,NA,1,MKEY,0.1,4120102,NA,1,15 m above rte 98 bridge.,42.55507,-78.39228,Arcade,Wyoming,121,9,NA,NA,0104-0005,E-23-60,C(T),7,NA,NA,28.15,460.073
01-MUDN-0.6,1423,Mud Creek,MUDN-01 (pre-2017),1,MUDN,0.6,4120104,NA,1,transit rd-rte 78 at tonawanda ck rd. bridge.,43.09028,-78.69713,Pendleton,Niagara,63,9,NA,NA,0102-0029,ONT-158-12-8,C,7,NA,NA,111.48,174.534
01-MUDN-2.6,NA,Mud Creek,NA,1,MUDN,2.6,4120104,1022303,NA,at minnick rd. bridge.,43.100278,-78.667222,Lockport,Niagara,63,9,NA,NA,0102-0029,Ont 158-12- 8,C,7,NA,NA,NA,176.3379
01-MUDN-8.3,42674980,Mud Creek,MUDN-00 (pre-2017),1,MUDN,8.3,4120104,NA,0,simms rd.,43.109402,-78.58969,Royalton,Niagara,63,9,NA,NA,0102-0029,Ont 158-12- 8,C,7,NA,NA,48.99,179.65
01-MURD-1.0,42674981,Murder Creek,MURD-0.1 (pre-2017),1,MURD,1,4120104,NA,1,tonawanda creek rd.,43.080274,-78.518947,Newstead,Erie,29,9,NA,NA,0102-0012,Ont 158-12-11,C,7,NA,NA,170.59,182.2943
01-MURD-12.4,1426,Murder Creek,MURD-04 (pre-2017),1,MURD,12.4,4120104,NA,4,lake rd. bridge. north of i-90 overpass.,42.99378,-78.43546,Pembroke,Genesee,37,8,NA,NA,0102-0031,ONT-158-12-11-1,C,7,NA,NA,109.97,250.9102
01-MURD-20.0,2384,Murder Creek,MURD-03 (pre-2017),1,MURD,20,4120104,NA,3,10 m below rte 33 bridge.,42.96333,-78.38917,Pembroke,Genesee,37,8,NA,NA,0102-0032,ONT-158-12-11-1,C,7,NA,NA,70.73,257.857
01-MURD-23.1,N/A,Murder Creek,N/A,1,MURD,23.1,4120104,N/A,N/A,Bridge on ellinwood Rd,42.961801,-78.3533,Pembroke,Genesee,37,8,4.12E+12,NA,0102-0032,Ont 158-12-11-1,C,7,NA,NA,NA,NA
01-MURD-29.7,1505,Murder Creek,MURD-01 (pre-2017),1,MURD,29.7,4120104,NA,1,griswold rd.; 2 m below.,42.89409,-78.34707,Darien,Genesee,37,8,NA,NA,0102-0032,ONT-158-12-11-1,C,7,NA,NA,15.46,305.618
01-MURD-4.2,595,Murder Creek,MURD 01; MURD-07 (pre-2017),1,MURD,4.2,4120104,1023104,7,at rt. 93 bridge near rapids rd.,43.04679,-78.51305,Newstead,Erie,29,9,NA,NA,0102-0031,ONT-158-12-11-1,C,7,NA,NA,148.86,189.054
01-MURD_T4-1.2,3321,Unnamed Tributary To Murder Creek,MURD-A (pre-2017),1,MURD_T4,1.2,4120104,NA,A,culvert under farm rd. off gabbey rd.,43.0082,-78.42299,Pembroke,Genesee,37,8,NA,NA,0102-0031,ONT-158-12-11-1-4,C,7,NA,NA,11.38,249.554
01-NEUM-0.2,2381,Neuman Creek,NA,1,NEUM,0.2,4120103,NA,1,just upstream of rte 391 bridge.,42.71347,-78.80871,Hamburg,Erie,29,9,NA,NA,0104-0017,E-13-8,A,7,NA,NA,0.49,239.148
01-NIAG-0.2,NA,Niagara River,NA,1,NIAG,0.2,4120104,1010001,NA,off shore of fort niagara state park.,43.26111,-79.06306,Porter,Niagara,63,9,4.12E+12,NA,0101-0027,Ont 158 (portion 1),A-S,7,NA,NA,NA,74.90701
01-NIAG-0.6,636,Niagara River,NIAG-07 (pre-2017),1,NIAG,0.6,4120104,NA,7,off shore of fort niagara state park.,43.258624,-79.05545,Porter,Niagara,63,9,NA,NA,0101-0027,ONT-158,A-S,7,Large_River,NA,NA,74.72342
01-NIAG-20.4,42674140,Niagara River,NA,1,NIAG,20.4,4120104,NA,5,just above little niagara river.,43.06842,-78.94927,Niagara Falls,Niagara,63,9,NA,NA,0101-0006,ONT-158,A-S,7,NA,NA,2.18,171.431
01-NIAG-24.1,2795,Niagara River,NA,1,NIAG,24.1,4120104,NA,03E,tonawanda channel. east side.,43.038,-78.88949,North Tonawanda,Niagara,63,9,NA,NA,0101-0006,ONT-158,A-S,7,Large_River,NA,1725.27,171.431
01-NIAG-25.3,2791,Niagara River,NA,1,NIAG,25.3,4120104,NA,02E,tonawanda channel. east of motor island.,43.0237,-78.8833,Tonawanda,Erie,29,9,NA,NA,0101-0006,ONT-158,A-S,7,Large_River,NA,0.04,171.431
01-NIAG-25.5,2794,Niagara River,NA,1,NIAG,25.5,4120104,NA,04W,tonawanda channel. south.,43.02197,-78.88478,Tonawanda,Erie,29,9,NA,NA,0101-0006,ONT-158,A-S,7,Large_River,NA,0.04,172.775
01-NIAG-32.6,1647,Niagara River,NA,1,NIAG,32.6,4120104,NA,01A,buoy 7.,42.95194,-78.91167,Buffalo,Erie,29,9,NA,NA,0101-0006,ONT-158,A-S,7,Large_River,NA,1667.04,173.235
01-NIAG-33.4,635,Niagara River,NA,1,NIAG,33.4,4120104,NA,1,rt 266. downstream from jafco marine; buoy 1.,42.94,-78.91417,Buffalo,Erie,29,9,NA,NA,0101-0006,ONT-158,A-S,7,Large_River,NA,1666.75,173.5815
01-NIAG-36.7,634,Niagara River,NA,1,NIAG,36.7,4120104,NA,0,off lasalle park; buoy eu4.,42.89528,-78.90806,Buffalo,Erie,29,9,NA,NA,0104-0032,E,A-S,7,Large_River,NA,0.12,174.087
01-NIAG_EC-24.9,2793,Niagara River,NIAG-04E (pre-2017),1,NIAG_EC,24.9,4120104,NA,04E,tonawanda channel. east side.,43.02966,-78.88184,North Tonawanda,Niagara,63,9,NA,NA,0101-0006,ONT-158,A-S,7,Large_River,NA,NA,171.431
01-NIAG_WC-24.9,2796,Niagara River,NIAG-03W (pre-2017),1,NIAG_WC,24.9,4120104,NA,03W,tonawanda channel. west side.,43.02907,-78.89426,Grand Island,Erie,29,9,NA,NA,0101-0006,ONT-158,A-S,7,Large_River,NA,NA,171.431
01-NIAG_WI-24.9,2792,Niagara River,NIAG-02W (pre-2017),1,NIAG_WI,24.9,4120104,NA,02W,tonawanda channel. west of motor island.,43.02907,-78.89426,Grand Island,Erie,29,9,NA,NA,0101-0006,ONT-158,A-S,7,Large_River,NA,NA,171.431
01-NORG-1.9,2367,Norge Creek,NA,1,NORG,1.9,4120101,NA,1,10 m above rte 20 bridge.,42.31262,-79.5925,Westfield,Chautauqua,13,9,NA,NA,0105-0030,E-71,C,7,NA,NA,2.91,225.951
01-OTIS-0.8,2395,Otis Creek,NA,1,OTIS,0.8,4120102,NA,1,10 m above sr 39.,42.5146,-78.5909,Sardinia,Erie,29,9,NA,NA,0104-0075,E-23-40,C,7,NA,NA,5.27,371.6152
01-PICR-0.2,3330,Pike Creek,PICR-01 (pre-2017),1,PICR,0.2,4120103,NA,1,20 m downstream of lake shore dr rd.,42.7006,-79.00231,Evans,Erie,29,9,NA,NA,0104-0043,E-15,B,7,NA,NA,15.18,182.2371
01-PICR-1.3,42674982,Pike Creek,PICR-00 (pre-2016),1,PICR,1.3,4120103,1043001,0,170 m east of cr 477.,42.687293,-78.99959,Evans,Erie,29,9,NA,NA,0104-0044,Ont 158..E-15,B,7,NA,NA,12.66,201.5944
01-PION-0.9,42674983,Unnamed Tributary To Lake Erie,NA,1,PION,0.9,4120103,NA,0.9,herr rd.,42.631012,-79.073093,Evans,Erie,29,9,NA,NA,0104-0042,Ont 158..E-14 thru 22 (selected),B,7,NA,NA,1.87,182.4332
01-PIPC-0.1,3329,Pipe Creek,PIPC-01 (pre-2017),1,PIPC,0.1,4120103,NA,1,sr 240 bridge; 80 m above confluence w/w. br cazenovia ck.,42.69424,-78.68668,Colden,Erie,29,9,NA,NA,0103-0015,E-1-4-15-10,A,7,NA,NA,22.22,288.2987
01-PLUT-0.2,2387,Plum Bottom Creek,NA,1,PLUT,0.2,4120103,NA,1,20 m above central ave.,42.9021,-78.67,Lancaster,Erie,29,9,NA,NA,0103-0019,E-1-6-6,C,7,NA,NA,20.61,201.955
01-PLUT_N_T4-1.0,42674376,Unnamed Tributary To North Branch Plum Bottom Creek,NA,1,PLUT_N_T4,1,4120103,NA,6,end of enterprise dr. over rr tracks.,42.9202,-78.6086,Lancaster,Erie,29,9,NA,NA,0103-0019,Ont 158..E- 1-6-6,C,7,NA,NA,NA,225.1934
01-PONB-0.9,2403,Pond Brook,NA,1,PONB,0.9,4120103,NA,1,bullis rd. bridge.,42.83944,-78.63499,Elma,Erie,29,9,NA,NA,0103-0003,E-1-15,B,7,NA,NA,15.44,229.903
01-PTPR-0.4,2376,Point Peter Brook,NA,1,PTPR,0.4,4120102,NA,1,50 m upstream of water works reservoir (point peter rd. to gowanda wwtf).,42.44,-78.92278,Persia,Cattaraugus,9,9,NA,NA,0104-0003,E-23-19,A(T),7,NA,NA,8.33,252.4532
01-RANS-1.4,767,Ransom Creek,RANS-05 (pre-2017),1,RANS,1.4,4120104,NA,5,below miles rd. bridge.,43.027,-78.68963,Clarence,Erie,29,9,NA,NA,0102-0027,ONT-158-12-6,C(T),7,High_gradient;hard_bottom,Altered,38.83,177.607
01-RANS-3.1,766,Ransom Creek,RANS-04 (pre-2017),1,RANS,3.1,4120104,1022208,4,at conner rd. bridge.,43.01944,-78.66266,Clarence,Erie,29,9,NA,NA,0102-0027,ONT-158-12-6,C(T),7,High_gradient;hard_bottom,Altered,35.49,182.6962
01-RANS-5.1,765,Ransom Creek,RANS-03 (pre-2017),1,RANS,5.1,4120104,NA,3,upstream of rt. 217 bridge. at firehouse.,43.00857,-78.63514,Clarence,Erie,29,9,NA,NA,0102-0027,ONT-158-12-6,C(T),7,High_gradient;hard_bottom,Altered,31.51,191.3511
01-RANS-8.5,764,Ransom Creek,RANS-02 (pre-2017),1,RANS,8.5,4120104,NA,2,brokhaven rd. bridge (off greiner rd.).,42.98764,-78.59354,Clarence,Erie,29,9,NA,NA,0102-0027,ONT-158-12-6,C(T),7,High_gradient;hard_bottom,Altered,23.05,205.851
01-RANS-9.1,763,Ransom Creek,RANS-01 (pre-2017),1,RANS,9.1,4120104,NA,1,at ransom rd. bridge.,42.97889,-78.59194,Clarence,Erie,29,9,NA,NA,0102-0027,ONT-158-12-6,C(T),7,High_gradient;hard_bottom,Altered,17.66,212.7562
01-RANS_T1-0.2,42674984,Unnamed Tributary To Ransom Creek,RANS-T-1(pre-2016),1,RANS_T1,0.2,4120104,1021200,T-1,sr 263.,43.050046,-78.73106,Amherst,Erie,29,9,NA,NA,0102-0004,Ont 158-12- 6,C,7,High_gradient;hard_bottom,Altered,18.93,174.738
01-RIGT-2.0,1439,Right Branch,NA,1,RIGT,2,4120103,NA,1,10 m above rte 77 culvert.,42.83551,-78.3977,Bennington,Wyoming,121,9,NA,NA,0103-0020,E-1-6-3,C,7,NA,NA,27.06,346.9656
01-RIPL_T85-0.2,42674985,Unnamed Tributary To Lake Erie,RIPL-01 (pre-2017),1,RIPL_T85,0.2,4120101,NA,1,sr 5.,42.29027,-79.696287,Ripley,Chautauqua,13,9,NA,NA,0105-0030,Ont 158..E-69 thru 95,C,7,NA,NA,6.58,188.7669
01-RUCK-0.7,1454,Rush Creek,RUCK-01 (pre-2017),1,RUCK,0.7,4120103,1041501,1,30 m above mile strip rd. culvert.,42.79305,-78.84068,Hamburg,Erie,29,9,NA,NA,0104-0018,E-3,C,7,NA,NA,19.92,178.9687
01-RUCK-3.9,3384,Rush Creek,RUCK-02A (pre-2017),1,RUCK,3.9,4120103,NA,02A,10 m below mckinley parkway.,42.76652,-78.8117,Hamburg,Erie,29,9,NA,NA,0104-0018,E-3,C,7,NA,NA,2.14,212.9365
01-RUCK-4.0,3383,Rush Creek,RUCK-02 (pre-2017),1,RUCK,4,4120103,NA,2,5 m upstream of mckinley parkway.,42.76103,-78.81193,Hamburg,Erie,29,9,NA,NA,0104-0018,E-3,C,7,NA,NA,11.04,210.0955
01-RYTH-2.5,1461,Rythus Creek,NA,1,RYTH,2.5,4120103,NA,1,20 m above new jerusalem rd. bridge (east crossing).,42.6365,-78.95044,Evans,Erie,29,9,NA,NA,0104-0048,E-20-2,C,7,NA,NA,22.01,224.563
01-SABO-0.2,3323,Slate Bottom Creek,SABO-01 (pre-2017),1,SABO,0.2,4120103,NA,1,at sr 277 bridge.,42.8778,-78.75422,Cheektowaga,Erie,29,9,NA,NA,0103-0018,E-1-6-2,C,7,NA,NA,29.45,178.1049
01-SABO_N-0.6,3322,North Branch Slate Bottom Creek,SABO-00 (pre-2017),1,SABO_N,0.6,4120103,NA,0,just above culvert on sugarbush lane.,42.8684,-78.68571,Lancaster,Erie,29,9,NA,NA,0103-0018,E-1-6-2-4,C,7,NA,NA,4.24,206.6802
01-SCAJ-0.2,1459,Scajaquada Creek,NA,1,SCAJ,0.2,4120104,NA,1,20 m below west ave bridge.,42.93005,-78.89593,Buffalo,Erie,29,9,NA,NA,0101-0023,ONT-158-15,B,7,NA,Altered,70.23,175.7269
01-SCAJ-11.1,2388,Scajaquada Creek,NA,1,SCAJ,11.1,4120104,NA,0,ledyard st.,42.91417,-78.70944,Cheektowaga,Erie,29,9,NA,NA,0101-0034,ONT-158-15,B,7,NA,Altered,13.58,201.9098
01-SCOT-1.2,2407,Scott Creek,NA,1,SCOT,1.2,4120101,NA,1,werle rd. bridge.,42.49813,-79.2838,Sheridan,Chautauqua,13,9,NA,NA,0105-0017,E-32,C,7,NA,NA,14.55,192.159
01-SGUE-0.1,2390,Sprague Brook,NA,1,SGUE,0.1,4120103,NA,1,rte 240 bridge.,42.59495,-78.64953,Concord,Erie,29,9,NA,NA,0103-0014,E-1-4-15-21,B,7,NA,NA,19.98,381.4697
01-SHED-0.3,1441,Sheldon Creek,SHED-01 (pre-2017),1,SHED,0.3,4120103,NA,1,40 m above rte 78 bridge.,42.722,-78.46741,Wales,Erie,29,9,NA,NA,0103-0004,E-1-40,C,7,NA,NA,32.51,292.7019
01-SHED-3.6,42674986,Sheldon Creek,NA,1,SHED,3.6,4120103,NA,3.6,160 m south of bloecher rd.,42.749199,-78.442101,Sheldon,Wyoming,121,9,NA,NA,0103-0004,Ont 158..E- 1*,C,7,NA,NA,17.31,380.7639
01-SILV-0.3,891,Silver Creek,SILV-01 (pre-2016),1,SILV,0.3,4120101,1051101,1,100 m below rt. 5 bridge.,42.54595,-79.16826,Hanover,Chautauqua,13,9,NA,NA,0105-0007,E-25,C(T),7,NA,Altered,65.46,176.9884
01-SILV-6.7,42674987,Silver Creek,NA,1,SILV,6.7,4120101,NA,6.7,king rd.,42.503399,-79.103798,Hanover,Chautauqua,13,9,NA,NA,0105-0007,Ont 158..E-25,C(T),7,NA,NA,41.15,253.9625
01-SILV-7.5,2378,Silver Creek,SILV-00 (pre-2017),1,SILV,7.5,4120101,NA,0,allegany rd. bridge.,42.49947,-79.09043,Hanover,Chautauqua,13,9,NA,NA,0105-0012,E-25,A,7,NA,NA,37.03,264.8056
01-SILV_T8_1_1-1.0,N/A,Unnamed Trib to Silver Creek,N/A,1,SILV_T8_1_1,1,4120101,N/A,N/A,Off Mosher Rd.,42.449306,-79.047524,Perrysburg,Cattaraugus,9,9,4.12E+12,NA,0105-0012,Ont 158..E-25,A,7,NA,NA,NA,NA
01-SLIP-2.4,1455,Slippery Rock Creek,NA,1,SLIP,2.4,4120101,NA,1,10 m above rte 20 bridge.,42.39025,-79.43544,Portland,Chautauqua,13,9,NA,NA,0105-0010,E-50,C,7,NA,NA,15.32,218.1534
